nct_id,title,status,study_type,intervention_type,phase,locations,start_date,completion_date,enrollment
NCT01276288,"Investigation of Pharmacodynamic and Pharmacokinetic Interactions Between 25 mg BI 10773 and 25 mg Hydrochlorothiazide or 5 mg Torasemide Under Steady State Conditions in Patients With Type 2 Diabetes Mellitus in an Open-label, Randomised, Cross-over Trial",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'BI 10773', 'description': 'multiple oral doses', 'armGroupLabels': ['Test 2']}, {'type': 'DRUG', 'name': 'hydrochlorothiazide', 'description': 'multiple oral doses', 'armGroupLabels': ['Test 1']}, {'type': 'DRUG', 'name': 'torasemide', 'description': 'multiple oral doses', 'armGroupLabels': ['Reference 3']}, {'type': 'DRUG', 'name': 'BI 10773', 'description': 'multiple oral doses', 'armGroupLabels': ['Reference 1']}, {'type': 'DRUG', 'name': 'torasemide', 'description': 'multiple oral doses', 'armGroupLabels': ['Test 2']}, {'type': 'DRUG', 'name': 'BI 10773', 'description': 'multiple oral doses', 'armGroupLabels': ['Test 1']}, {'type': 'DRUG', 'name': 'hydrochlorothiazide', 'description': 'multiple oral doses', 'armGroupLabels': ['Reference 2']}]",['PHASE1'],1,2011-01,,23.0
NCT02041832,"Detection of Subclinical Atrial Fibrillation in High Risk Patients (> 65 Years, Hypertension, Diabetes Mellitus) Using Implantable Loop Recorder",COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Conventional Holter monitoring', 'description': 'Patients undergo 72h Holter monitoring', 'armGroupLabels': ['Holter monitoring']}, {'type': 'DEVICE', 'name': 'Implantable loop recorder', 'description': 'Implantation of loop recorder with follow-up by remote monitoring', 'armGroupLabels': ['Implantable loop recorder'], 'otherNames': ['REVEAL XT']}]",['NA'],1,2013-10,2016-09,82.0
NCT00479882,"A Multicenter, Randomized, Double-Blind, ""Crossover"" Design Study to Evaluate the Lipid-Altering Efficacy and Safety of MK-0524B Combination Tablet Compared to MK-0524A + Simvastatin Coadministration in Patients With Primary Hypercholesterolemia and Mixed Dyslipidemia",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Comparator: simvastatin', 'armGroupLabels': ['Sequence 1: MK-0524B 1.8g/20mg→MK-0524A 2g+Simvastatin 20mg', 'Sequence 2: MK-0524A 2g+Simvastatin 20mg →MK-0524B 1.8g/20mg', 'Sequence 3: MK-0524B 1.8g/40mg→MK-0524A 2g+Simvastatin 40mg', 'Sequence 4: MK-0524A 2g+Simvastatin 40mg →MK-0524B 1.8g/40mg'], 'otherNames': ['Zocor®', 'MK0733']}, {'type': 'DRUG', 'name': 'MK-0524A', 'description': 'Extended-release(ER) niacin/Laropiprant (MK-0524) Combination tablet', 'armGroupLabels': ['Sequence 1: MK-0524B 1.8g/20mg→MK-0524A 2g+Simvastatin 20mg', 'Sequence 2: MK-0524A 2g+Simvastatin 20mg →MK-0524B 1.8g/20mg', 'Sequence 3: MK-0524B 1.8g/40mg→MK-0524A 2g+Simvastatin 40mg', 'Sequence 4: MK-0524A 2g+Simvastatin 40mg →MK-0524B 1.8g/40mg']}, {'type': 'DRUG', 'name': 'Placebo', 'armGroupLabels': ['Sequence 1: MK-0524B 1.8g/20mg→MK-0524A 2g+Simvastatin 20mg', 'Sequence 2: MK-0524A 2g+Simvastatin 20mg →MK-0524B 1.8g/20mg', 'Sequence 3: MK-0524B 1.8g/40mg→MK-0524A 2g+Simvastatin 40mg', 'Sequence 4: MK-0524A 2g+Simvastatin 40mg →MK-0524B 1.8g/40mg']}, {'type': 'DRUG', 'name': 'MK-0524B', 'armGroupLabels': ['Sequence 1: MK-0524B 1.8g/20mg→MK-0524A 2g+Simvastatin 20mg', 'Sequence 2: MK-0524A 2g+Simvastatin 20mg →MK-0524B 1.8g/20mg', 'Sequence 3: MK-0524B 1.8g/40mg→MK-0524A 2g+Simvastatin 40mg', 'Sequence 4: MK-0524A 2g+Simvastatin 40mg →MK-0524B 1.8g/40mg']}]",['PHASE3'],0,2007-06-15,2008-06-16,2414.0
NCT04121806,Diet Intervention as a Prebiotic Treatment for Active Ulcerative Colitis,RECRUITING,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'UC intervention diet', 'description': 'The treatment diet has been designed based on the literature with the goal of influencing the biodiversity and density of the microbiome. All food through the duration of the 8 week dietary intervention period of the study will be provided to the treatment arm study participants.', 'armGroupLabels': ['Ulcerative colitis patients with mild to moderate activity']}]",['NA'],1,2021-03-01,2026-09-30,20.0
NCT00690287,"A Dose-Ranging Study to Evaluate Fasting and Postprandial P-Glucose, Safety and Tolerability After Oral Single, B.I.D and Q.I.D Dosing of AZD6370 in Patients With Diabetes Mellitus: a Randomized, Single-Blind, Placebo-Controlled, Phase I Study",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'AZD6370', 'description': 'Oral single doses a+b+c, o.d., suspension', 'armGroupLabels': ['Part A, arm 1', 'Part A, arm 2']}, {'type': 'DRUG', 'name': 'AZD6370', 'description': 'Oral single dose, o.d., b.i.d. and q.i.d., suspension', 'armGroupLabels': ['Part B, arm1, 2, and 3']}, {'type': 'DRUG', 'name': 'Placebo', 'description': 'Placebo', 'armGroupLabels': ['Part B, arm 4']}]",['PHASE1'],3,2008-02,2008-06,24.0
NCT05065892,A Post-marketing Clinical Study of the Inactivated SARS-CoV-2 Vaccine (Vero Cells) (Produced in Wuhan): Immunogenicity and Safety Assessments in Patients With Hypertension and/or Diabetes,UNKNOWN,INTERVENTIONAL,"[{'type': 'BIOLOGICAL', 'name': 'COVAX', 'description': '2 doses of Covid-19 vaccine', 'armGroupLabels': ['Combined Disease group', 'Diabetes Mellitus group', 'Healthy people group', 'Hypertension group']}]",['PHASE4'],3,2021-10,2022-03,1440.0
NCT02460081,"A Phase 2, Multi-center, Randomized, Double-blind, Placebo-controlled, Dose Range Finding Study to Evaluate the Safety, Hemodynamic Effects and Efficacy of Intramuscular Injection of Human Placenta-derived Cells (Pda-002) in Subjects Who Have Diabetic Foot Ulcer With Peripheral Arterial Disease",WITHDRAWN,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'PDA-002', 'armGroupLabels': ['PDA-002 - 30X10^6 cells', 'PDA-002 -3x10^6 cells']}, {'type': 'DRUG', 'name': 'Placebo', 'armGroupLabels': ['Placebo']}]",['PHASE2'],1,2015-06,2017-09,0.0
NCT03464006,Online Support for Outpatient Peripheral Arterial Disease Self-management,UNKNOWN,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Online Support Module', 'description': 'The online support module is a computer software program which helps patients monitor factors related to their peripheral artery disease', 'armGroupLabels': ['Online Support Module']}, {'type': 'OTHER', 'name': 'Standard of Care', 'description': 'The normal care that patients receive at the institution.', 'armGroupLabels': ['Standard of Care']}]",['NA'],0,2018-07,2020-06,200.0
NCT01060540,The Impact of Genetic Testing for Type 2 Diabetes on Health Behaviors,COMPLETED,INTERVENTIONAL,"[{'type': 'GENETIC', 'name': 'genetic testing for type 2 diabetes', 'description': 'TCF7L2, PPARG, or KCNJ11', 'armGroupLabels': ['CR+G']}, {'type': 'BEHAVIORAL', 'name': 'Conventional risk counseling', 'description': 'Risk based on lifetime risk, fasting plasma glucose results, and family history.', 'armGroupLabels': ['CR+EYE', 'CR+G']}, {'type': 'BEHAVIORAL', 'name': 'eye disease counseling', 'description': 'addresses risk for age-related macular degeneration, glaucoma, cataracts', 'armGroupLabels': ['CR+EYE']}]",['NA'],1,2010-08,2013-03,601.0
NCT02443012,Evaluation on Efficacy of Topical Nepafenac as Supplement Therapy in the Treatment of Diabetic Macular Edema,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Topical Gutt Nepafenac 0.1%', 'description': 'Topical Nepafenac as an adjunct to focal/grid laser', 'armGroupLabels': ['Nevanac'], 'otherNames': ['Nevanac']}, {'type': 'PROCEDURE', 'name': 'Laser', 'description': 'Grid/Focal Laser Photocoagulation', 'armGroupLabels': ['Laser', 'Nevanac']}]",['PHASE4'],2,2013-03,2014-08,47.0
NCT05013294,Using mHealth to Optimize Glycemic Control in Adults With Type 2 Diabetes in Nakuru County: A Proof-of-Concept Randomized Controlled Trial,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Intervention', 'description': 'Text messages through a basic phone or smart phone', 'armGroupLabels': ['Control Arm', 'Intervention'], 'otherNames': ['mHealth']}]",['NA'],1,2021-08-23,2022-02-07,60.0
NCT03866005,Prospective Study of Adjunctive Carotenoids Plus Anti-oxidants in Anti-VEGF Treated Diabetic Macular Edema,UNKNOWN,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'Diabetes Visual Function Study (DiVFuSS) softgels', 'description': 'The adjunctive nutritional supplement will be the multi-component formula used in the Diabetes Visual Function Supplement Study (Western IRB number 1129944 Olympia, WA), containing the macular carotenoids lutein and zeaxanthin, as well as antioxidants (vitamins B1, B12, C, D, E, lipoic acid, coenzyme Q10, resveratrol), omega3 fatty acids (EPA/DHA) and botanical extracts (Pycnogenol™ \\[patented extract of French maritime pine bark, Pinus pinaster\\], grape seed and green tea extracts, curcumin).', 'armGroupLabels': ['Experimental Arm - 2 DiVFuSS formula softgel capsules', 'Experimental Arm - 4 DiVFuSS formula softgel capsules']}, {'type': 'OTHER', 'name': 'canola oil placebo softgels, 2 per day', 'description': 'Placebo containing canola oil, 2 softgels per day', 'armGroupLabels': ['Placebo Arm - Standard Treatment']}]",['NA'],2,2019-11-01,2021-11-01,150.0
NCT07220057,"Improving the Health of Americans Through Prevention and Management of Diabetes, Heart Disease and Stroke - Sustainable Culturally Adapted Nutrition (SCAN) Program",COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Live instructional video sessions', 'description': 'Three instructional live video sessions will be provided to participants via live videoconferencing. The session will describe fundamentals for preparing produce for cooking, healthy approaches to cooking foods, a review of serving sizes, reading labels, and different classes of health foods. The nutrition education is designed to promote healthy dietary patterns for all by empowering participants to navigate healthy eating through the lens of their own food and cultural experiences. By emphasizing culinary techniques over recipes, instructors can inspire adaptability of culturally familiar flavors and ingredients for a diverse range of ethnicities, abilities, and cooking equipment.', 'armGroupLabels': ['Sustainable Culturally Adapted Nutrition (SCAN) Program plus DPP plus Produce Delivery']}, {'type': 'BEHAVIORAL', 'name': 'Links to educational videos', 'description': 'This online information will supplement and reinforce the information presented in the live instructional video sessions.', 'armGroupLabels': ['Sustainable Culturally Adapted Nutrition (SCAN) Program plus DPP plus Produce Delivery']}, {'type': 'BEHAVIORAL', 'name': 'Diabetes Prevention Program (DPP)', 'description': 'The Diabetes Prevention Program (DPP) is a lifestyle change program intended to stop the onset of type 2 diabetes. The program involves Lifestyle Coaches, who help participants make and maintain the lifestyle changes that can help prevent type 2 diabetes. The Lifestyle Coaches share information about diabetes prevention, debunk fitness and health myths, and encourage fitness and healthy eating in regular group sessions. They also work with participants individually on personalized weight loss and exercise goals and action plans, using the group as a source of support and encouragement.', 'armGroupLabels': ['Diabetes Prevention Program (DPP) plus Produce Delivery', 'Sustainable Culturally Adapted Nutrition (SCAN) Program plus DPP plus Produce Delivery']}, {'type': 'BEHAVIORAL', 'name': 'Produce Delivery', 'description': 'The investigators partnered with the Houston Food Bank (HFB) to offer up to 30 pounds of fresh produce twice per month to all DPP participants through a food prescription (Food Rx) program.', 'armGroupLabels': ['Diabetes Prevention Program (DPP) plus Produce Delivery', 'Sustainable Culturally Adapted Nutrition (SCAN) Program plus DPP plus Produce Delivery']}]",['NA'],1,2021-07-12,2023-03-15,61.0
NCT05914077,Aspiration of Duodenopancreatic Juice After Secretin Stimulation (ADPJ-secr-) vs Endoscopic Aspiration (EUS-FNA) for Molecular Analysis of Intraductal Papillary Mucinous Intraductal Neoplasia (IPMN).,UNKNOWN,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Secretin', 'description': 'Secretin will be administered intravenous during 1 minute at a dose of 0,2 μg/Kg previous to the endoscopic procedure.', 'armGroupLabels': ['Duodenopancreatic aspiration after secretin stimulation + EUS-FNA', 'EUS-FNA + duodenopancreatic aspiration after secretin stimulation']}, {'type': 'PROCEDURE', 'name': 'Endoscopic aspiration', 'description': 'Endoscopic aspiration of duodenopancreatic juice after secretin stimulation', 'armGroupLabels': ['Duodenopancreatic aspiration after secretin stimulation + EUS-FNA', 'EUS-FNA + duodenopancreatic aspiration after secretin stimulation']}, {'type': 'PROCEDURE', 'name': 'Endoscopic ultrasound-guided fine needle aspiration', 'description': 'Endoscopic ultrasound-guided fine needle aspiration of intraductal papillary mucinous intraductal neoplasia (IPMN).', 'armGroupLabels': ['Duodenopancreatic aspiration after secretin stimulation + EUS-FNA', 'EUS-FNA + duodenopancreatic aspiration after secretin stimulation']}]",['PHASE3'],1,2023-09-13,2025-01,140.0
NCT01216865,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cells Injection for Diabetic Foot,UNKNOWN,INTERVENTIONAL,"[{'type': 'BIOLOGICAL', 'name': 'umbilical cord mesenchymal stem cells', 'description': '5\\*10/7 per ischemic limb', 'armGroupLabels': ['umbilical cord mesenchymal stem cells'], 'otherNames': ['mesenchymal stem cells']}, {'type': 'DRUG', 'name': 'Standard Therapy', 'description': 'Any thing directed to improve blood perfusion in the limb example.Heparin,Antiplatelet agents etc', 'armGroupLabels': ['Standard Therapy'], 'otherNames': ['Drug therapy']}]","['PHASE1', 'PHASE2']",1,2011-01,2013-07,50.0
NCT04739475,Association of Stress and Non-surgical Periodontal Therapy (NPT) Outcome in Patients With Periodontitis Stage III/V Grade A/B Generalised,COMPLETED,INTERVENTIONAL,"[{'type': 'PROCEDURE', 'name': 'Non Surgical Periodontal Therapy', 'description': 'Conventional staging debridement (CSD) according to the severity of periodontal disease in 2 to 4 appointments at day 0, 7, 14 and 21.\n\nSupra and subgingival scaling and polishing will be performed by the use of manual and ultrasonic instruments and oral hygiene instructions will be given. Patients will be instructed to use interdental brushes with appropriate size interdental brushes or dental floss when interdental embrasures will not allow for interdental brushing.', 'armGroupLabels': ['Non surgical Periodontal Therapy NPT']}]",['NA'],1,2021-03-01,2021-12-20,89.0
NCT03019848,,UNKNOWN,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'Curcumin', 'armGroupLabels': ['Curcumin'], 'otherNames': ['Tumeric']}, {'type': 'OTHER', 'name': 'Placebo', 'armGroupLabels': ['Placebo']}]",['PHASE2'],1,2016-05,2017-05,100.0
NCT07129915,Effect of Nudge-Based Shared Decision Making on Self-Management Among Patients With Type 2 Diabetes: A Randomized Controlled Trial,RECRUITING,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Linguistic Nudging Training', 'description': 'Physicians receive 4-hour communication training to optimize shared decision-making using behavioral nudging techniques', 'armGroupLabels': ['Linguistic Nudging Group']}, {'type': 'DEVICE', 'name': 'Medication Preference App', 'description': 'Patients use WeChat-based mini-program to record daily medication preferences and concerns', 'armGroupLabels': ['Linguistic Nudging Group']}, {'type': 'OTHER', 'name': 'Standard Diabetes Care', 'description': 'Routine follow-up visits, HbA1c monitoring, and basic health education per hospital protocol', 'armGroupLabels': ['Linguistic Nudging Group', 'Standard Care Group']}]",['NA'],1,2025-11-01,2026-06,250.0
NCT01214824,Use of the FreeStyle Navigator Continuous Glucose Monitoring System to Enhance Education and Glycaemic Control,COMPLETED,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'FreeStyle Navigator Continuous Glucose Monitoring System', 'description': 'Six x 5 day wears of the continuous glucose monitoring device. Two of the 6 wears will be using a masked device (1 at the start and 1 at the end of the study).'}]",['NA'],5,2010-11,2012-06,32.0
NCT01319188,Ranibizumab for Age-Related Macular Degeneration and the Risk of Arterial Thromboembolic Events (RATE),TERMINATED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': '0.5 mg of ranibizumab', 'description': 'Intravitreous ranibizumab (0.5 mg, injections at four week intervals for six months followed by further treatment at three month intervals with total duration of treatment until 24 months).', 'armGroupLabels': ['0.5 mg of ranibizumab'], 'otherNames': ['Lucentis']}, {'type': 'PROCEDURE', 'name': '0.5 mg of ranibizumab + photodynamic therapy', 'description': 'Photodynamic treatment with ranibizumab for predominantly classic type neovascular age related macular degeneration.', 'armGroupLabels': ['injection + photodynamic therapy'], 'otherNames': ['Lucentis + laser therapy']}, {'type': 'OTHER', 'name': 'Sham injection', 'description': 'Sham treatment for occult or minimally classic type neovascular age related macular degeneration.', 'armGroupLabels': ['Sham injection'], 'otherNames': ['Sham comparator']}]",['PHASE4'],2,2010-06,2015-04,380.0
NCT05094505,Isolated and Combined Effect of a Low Carbohydrate Diet and Chronic Exercise Exposure to Hypoxia on Glycaemic Control and Cardiovascular Risk Factors in Patients With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Exercise in normoxia', 'description': 'Exercise at sea level, 3 sessions per week, during a 8-week period intervention and will consist in 60 min on an ergometer, of continuous moderate and high intensity interval training. . All exercise testing and training sessions will be carried out at the same time of day (± 2 hours) and visits will be separated by at least 48h of recovery.', 'armGroupLabels': ['CONTROL GROUP']}, {'type': 'OTHER', 'name': 'Control diet', 'description': 'Control diet: diet plans will be individualized and energy-content prescriptions will be constant throughout the study to maintain the isocaloric control between diets. The planned macronutrient compositions will be 20% of energy from fat, 20% from protein and 60% from carbohydrates for the low-fat diet during the 8 weeks. Diets emphasis on low-glycemic index foods and limited saturated fat to 10% of energy. Participants will meet individually with a dietitian two times for 8 weeks and should start the dietary intervention along with the intervention with exercise.', 'armGroupLabels': ['CONTROL GROUP', 'Ex. Hyp. GROUP']}, {'type': 'OTHER', 'name': 'Exercise in hypoxia', 'description': 'Exercise at 3000m altitude, 3 sessions per week, during a 8-week period intervention and will consist in 60 min on an ergometer, of continuous moderate and high intensity interval training. . All exercise testing and training sessions will be carried out at the same time of day (± 2 hours) and visits will be separated by at least 48h of recovery.', 'armGroupLabels': ['Ex. Hyp. + LCD GROUP', 'Ex. Hyp. GROUP']}, {'type': 'OTHER', 'name': 'Low carbohydrate diet', 'description': 'Low carbohydrate diet: diet plans will be individualized and energy-content prescriptions will be constant throughout the study to maintain the isocaloric control between diets. The planned macronutrient compositions will be 40% of energy from fat, 20% from protein and 40% from carbohydrates for the low-fat diet during the 8 weeks. Diets emphasis on low-glycemic index foods and limited saturated fat to 10% of energy. Participants will meet individually with a dietitian two times for 8 weeks and should start the dietary intervention along with the intervention with exercise.', 'armGroupLabels': ['Ex. Hyp. + LCD GROUP']}]",['NA'],2,2021-10-01,2023-07-18,42.0
